benefit_id,card_id,row_type,benefit_group,benefit_title,benefit_summary,category,category_id,on_offline,benefit_type,benefit_value,benefit_unit,target_merchants,excluded_merchants,performance_level,performance_min,performance_max,min_amount,max_count,max_limit,max_limit_unit,benefit_content,updated_at
CCD_B0040,CCD,유의사항,혜택,혜택 제공 기준,,,,,,,,,,,,,,,,,"장기카드대출(카드론), 단기카드대출(현금서비스), 연회비, 제수수료, 이자",2026-05-08 13:53:09
CCD_B0041,CCD,유의사항,혜택,혜택 제공 기준,,,,,,,,,,,,,,,,,국제브랜드 수수료 및 해외서비스 수수료,2026-05-08 13:53:09
CCD_B0042,CCD,유의사항,혜택,혜택 제공 기준,,,,,,,,,,,,,,,,,"공과금 납부액(국세, 관세, 지방세, 지방세외수입, 상하수도 요금, 벌과금, 과태료, 인지세, 송달료, 민원 발급 수수료 등 국가 또는 공공단체가 부과하는 부담금)",2026-05-08 13:53:09
CCD_B0043,CCD,유의사항,혜택,혜택 제공 기준,,,,,,,,,,,,,,,,,상품권 등 현금성 유가증권 구매 및 선불 카드 구매·충전 금액,2026-05-08 13:53:09
CCD_B0044,CCD,유의사항,혜택,혜택 제공 기준,,,,,,,,,,,,,,,,,"현대카드 체크(캐시백형) 이용 금액만 인정되며, 그 외 모든 카드 이용 금액은 합산 불가",2026-05-08 13:53:09
CCD_B0045,CCD,유의사항,혜택,혜택 제공 기준,,,,,,,,,,,,,,,,,캐시백 제공 기준,2026-05-08 13:53:09
CCD_B0046,CCD,유의사항,혜택,혜택 제공 기준,,,,,,,,,,,,,,,,,캐시백 대상,2026-05-08 13:53:09
CCD_B0047,CCD,유의사항,혜택,혜택 제공 기준,,,,,,,,,,,,,,,,,국내외 가맹점에서 이용한 모든 물품 구매 및 서비스 이용 대금의 입금액,2026-05-08 13:53:09
CCD_B0048,CCD,유의사항,혜택,혜택 제공 기준,,,,,,,,,,,,,,,,,매출 건별로 소수점 이하 반올림 후 캐시백,2026-05-08 13:53:09
CCD_B0049,CCD,유의사항,혜택,혜택 제공 기준,,,,,,,,,,,,,,,,,"예시 : 국내외 가맹점에서 현대카드 체크(캐시백형)로 4,639원 결제 시 14원 캐시백(4,639x0.3% = 13.917의 소수점 이하 반올림)",2026-05-08 13:53:09
CCD_B0050,CCD,유의사항,혜택,혜택 제공 기준,,,,,,,,,,,,,,,,,캐시백 제공 시기,2026-05-08 13:53:09
CCD_B0051,CCD,유의사항,혜택,혜택 제공 기준,,,,,,,,,,,,,,,,,대상 카드 이용한 다음 달 10일 본인 명의 체크카드 결제 계좌로 입금,2026-05-08 13:53:09
CCD_B0052,CCD,유의사항,혜택,혜택 제공 기준,,,,,,,,,,,,,,,,,"예시 : 1월 7일 국내외 가맹점에서 5,000원 이용한 경우, 다음 달 10일(2월 10일)에 15원 입금",2026-05-08 13:53:09
CCD_B0053,CCD,유의사항,혜택,혜택 제공 기준,,,,,,,,,,,,,,,,,"단, 매출 미확정 또는 후불 청구, 연체 대금 등은 입금 처리 완료일 다음 달에 제공",2026-05-08 13:53:09
CCD_B0054,CCD,유의사항,혜택,혜택 제공 기준,,,,,,,,,,,,,,,,,캐시백 제공일이 주말/공휴일인 경우 다음 영업일에 입금,2026-05-08 13:53:09
CCD_B0055,CCD,유의사항,혜택,혜택 제공 기준,,,,,,,,,,,,,,,,,캐시백 제공 제외 기준,2026-05-08 13:53:09
CCD_B0056,CCD,유의사항,혜택,혜택 제공 기준,,,,,,,,,,,,,,,,,"장기카드대출(카드론), 단기카드대출(현금서비스), 연회비, 제수수료, 이자",2026-05-08 13:53:09
CCD_B0057,CCD,유의사항,혜택,혜택 제공 기준,,,,,,,,,,,,,,,,,국제브랜드 수수료 및 해외서비스 수수료,2026-05-08 13:53:09
CCD_B0058,CCD,유의사항,혜택,혜택 제공 기준,,,,,,,,,,,,,,,,,"공과금 납부액(국세, 관세, 지방세, 지방세외수입, 상하수도 요금, 벌과금, 과태료, 인지세, 송달료, 민원 발급 수수료 등 국가 또는 공공단체가 부과하는 부담금)",2026-05-08 13:53:09
CCD_B0059,CCD,유의사항,혜택,혜택 제공 기준,,,,,,,,,,,,,,,,,"전기 요금, TV 수신료, 도시가스 요금, 아파트 관리비, 부동산 임대료(월세), 자동납부 서비스 이용 수수료",2026-05-08 13:53:09
CCD_B0060,CCD,유의사항,혜택,혜택 제공 기준,,,,,,,,,,,,,,,,,"사립유치원 교육비 납입금, 초·중·고교 학교 납입금, 대학·대학원 등록금 납부 결제 건",2026-05-08 13:53:09
CCD_B0061,CCD,유의사항,혜택,혜택 제공 기준,,,,,,,,,,,,,,,,,상품권 등 현금성 유가증권 구매 및 선불 카드 구매·충전 금액,2026-05-08 13:53:09
CCD_B0062,CCD,유의사항,혜택,혜택 제공 기준,,,,,,,,,,,,,,,,,"건강보험, 국민연금, 고용보험, 산재보험 및 장애인 고용 부담금",2026-05-08 13:53:09
CCD_B0063,CCD,유의사항,혜택,혜택 제공 기준,,,,,,,,,,,,,,,,,"고속도로 통행 요금, 후불하이패스카드 이용 금액, 고속버스(차내 단말기 및 고속버스 앱 결제 포함)",2026-05-08 13:53:09
CCD_B0064,CCD,유의사항,혜택,혜택 제공 기준,,,,,,,,,,,,,,,,,현대카드 체크(캐시백형) 혜택 외 현대카드의 모든 할인 및 무이자 할부 서비스 적용된 결제 건의 전체 이용 금액,2026-05-08 13:53:09
CCD_B0065,CCD,유의사항,혜택,혜택 제공 기준,,,,,,,,,,,,,,,,,기타 기준,2026-05-08 13:53:09
CCD_B0066,CCD,유의사항,혜택,혜택 제공 기준,,,,,,,,,,,,,,,,,"캐시백 혜택 적용된 결제 건 취소 시, 취소 금액에 해당하는 캐시백 금액만큼 다음 달 제공 예정 캐시백에서 차감",2026-05-08 13:53:09
CCD_B0067,CCD,유의사항,혜택,혜택 제공 기준,,,,,,,,,,,,,,,,,차감 금액보다 제공 예정 캐시백이 적은 경우 차감되지 않은 금액은 카드 해지 시 별도 청구됨,2026-05-08 13:53:09
CCD_B0068,CCD,유의사항,혜택,혜택 제공 기준,,,,,,,,,,,,,,,,,"혜택 적용된 결제 건을 월 캐시백 한도 초과 후 취소할 경우, 한도 초과로 혜택이 적용되지 않은 결제 건에 대해 다음 달 15일경 혜택 적용(월 캐시백 한도 이내)",2026-05-08 13:53:09
CCD_B0069,CCD,유의사항,혜택,혜택 제공 기준,,,,,,,,,,,,,,,,,캐시백 제공 시점에 본인 명의 현대카드 체크(캐시백형) 상태가 정상인 경우에 한해 제공,2026-05-08 13:53:09
CCD_B0070,CCD,유의사항,혜택,혜택 제공 기준,,,,,,,,,,,,,,,,,"(본인 회원 탈회, 유효 기간 만료, 카드 해지, 거래 정지 등 카드의 정상적인 이용이 불가한 경우 제공 불가)",2026-05-08 13:53:09
CCD_B0071,CCD,유의사항,혜택,혜택 제공 기준,,,,,,,,,,,,,,,,,"단, 캐시백 혜택 제공하는 본인 명의 현대카드 체크를 2종 이상 보유한 경우, 1종만 정상 상태 유지하더라도 혜택 제공",2026-05-08 13:53:09
CCD_B0072,CCD,유의사항,체크카드 이용 안내,발급 기준 및 이용 시 유의사항,,,,,,,,,,,,,,,,,발급 기준 : 만 12세 이상으로 현대카드 체크카드 발급에 적합한 고객,2026-05-08 13:53:09
CCD_B0073,CCD,유의사항,체크카드 이용 안내,발급 기준 및 이용 시 유의사항,,,,,,,,,,,,,,,,,"발급 기준 : 단, 만 12~13세는 법정대리인 동의 필수",2026-05-08 13:53:09
CCD_B0074,CCD,유의사항,체크카드 이용 안내,발급 기준 및 이용 시 유의사항,,,,,,,,,,,,,,,,,신청 가능 은행 : *제휴 은행은 변경될 수 있음,2026-05-08 13:53:09
CCD_B0075,CCD,유의사항,체크카드 이용 안내,발급 기준 및 이용 시 유의사항,,,,,,,,,,,,,,,,,신청 가능 은행 : 제휴 은행 계좌를 보유한 경우 신청 가능,2026-05-08 13:53:09
CCD_B0076,CCD,유의사항,체크카드 이용 안내,발급 기준 및 이용 시 유의사항,,,,,,,,,,,,,,,,,신청 가능 은행 : 국내전용 신청 가능 제휴 은행,2026-05-08 13:53:09
CCD_B0077,CCD,유의사항,체크카드 이용 안내,발급 기준 및 이용 시 유의사항,,,,,,,,,,,,,,,,,신청 가능 은행 : KB국민은행,2026-05-08 13:53:09
CCD_B0078,CCD,유의사항,체크카드 이용 안내,발급 기준 및 이용 시 유의사항,,,,,,,,,,,,,,,,,신청 가능 은행 : 신한은행,2026-05-08 13:53:09
CCD_B0079,CCD,유의사항,체크카드 이용 안내,발급 기준 및 이용 시 유의사항,,,,,,,,,,,,,,,,,신청 가능 은행 : NH농협은행,2026-05-08 13:53:09
CCD_B0080,CCD,유의사항,체크카드 이용 안내,발급 기준 및 이용 시 유의사항,,,,,,,,,,,,,,,,,신청 가능 은행 : 지역 농·축협,2026-05-08 13:53:09
CCD_B0081,CCD,유의사항,체크카드 이용 안내,발급 기준 및 이용 시 유의사항,,,,,,,,,,,,,,,,,신청 가능 은행 : 우리은행,2026-05-08 13:53:09
CCD_B0082,CCD,유의사항,체크카드 이용 안내,발급 기준 및 이용 시 유의사항,,,,,,,,,,,,,,,,,신청 가능 은행 : 하나은행,2026-05-08 13:53:09
CCD_B0083,CCD,유의사항,체크카드 이용 안내,발급 기준 및 이용 시 유의사항,,,,,,,,,,,,,,,,,신청 가능 은행 : SC제일은행,2026-05-08 13:53:09
CCD_B0084,CCD,유의사항,체크카드 이용 안내,발급 기준 및 이용 시 유의사항,,,,,,,,,,,,,,,,,신청 가능 은행 : 우체국,2026-05-08 13:53:09
CCD_B0085,CCD,유의사항,체크카드 이용 안내,발급 기준 및 이용 시 유의사항,,,,,,,,,,,,,,,,,신청 가능 은행 : KDB산업은행,2026-05-08 13:53:09
CCD_B0086,CCD,유의사항,체크카드 이용 안내,발급 기준 및 이용 시 유의사항,,,,,,,,,,,,,,,,,신청 가능 은행 : 부산은행,2026-05-08 13:53:09
CCD_B0087,CCD,유의사항,체크카드 이용 안내,발급 기준 및 이용 시 유의사항,,,,,,,,,,,,,,,,,신청 가능 은행 : iM뱅크,2026-05-08 13:53:09
CCD_B0088,CCD,유의사항,체크카드 이용 안내,발급 기준 및 이용 시 유의사항,,,,,,,,,,,,,,,,,신청 가능 은행 : IBK기업은행,2026-05-08 13:53:09
CCD_B0089,CCD,유의사항,체크카드 이용 안내,발급 기준 및 이용 시 유의사항,,,,,,,,,,,,,,,,,신청 가능 은행 : 케이뱅크,2026-05-08 13:53:09
CCD_B0090,CCD,유의사항,체크카드 이용 안내,발급 기준 및 이용 시 유의사항,,,,,,,,,,,,,,,,,신청 가능 은행 : 국내외겸용(Visa Platinum) 신청 가능 제휴 은행,2026-05-08 13:53:09
CCD_B0091,CCD,유의사항,체크카드 이용 안내,발급 기준 및 이용 시 유의사항,,,,,,,,,,,,,,,,,신청 가능 은행 : 신한은행,2026-05-08 13:53:09
CCD_B0092,CCD,유의사항,체크카드 이용 안내,발급 기준 및 이용 시 유의사항,,,,,,,,,,,,,,,,,신청 가능 은행 : 우리은행,2026-05-08 13:53:09
CCD_B0093,CCD,유의사항,체크카드 이용 안내,발급 기준 및 이용 시 유의사항,,,,,,,,,,,,,,,,,이용 안내 : 현대카드 가맹점에서 신용카드와 동일하게 이용 가능,2026-05-08 13:53:09
CCD_B0094,CCD,유의사항,체크카드 이용 안내,발급 기준 및 이용 시 유의사항,,,,,,,,,,,,,,,,,"이용 안내 : 체크카드는 일 600만원, 월 2,000만원 한도 내 이용 가능",2026-05-08 13:53:09
CCD_B0095,CCD,유의사항,체크카드 이용 안내,발급 기준 및 이용 시 유의사항,,,,,,,,,,,,,,,,,"이용 안내 : 단, 만 13세 이하는 일 3만원, 월 30만원 한도 내 가능",2026-05-08 13:53:09
CCD_B0096,CCD,유의사항,체크카드 이용 안내,발급 기준 및 이용 시 유의사항,,,,,,,,,,,,,,,,,이용 안내 : 결제 금액이 계좌에서 즉시 출금되는 상품으로 계좌 잔액 부족 시 승인 거절될 수 있음,2026-05-08 13:53:09
CCD_B0097,CCD,유의사항,체크카드 이용 안내,발급 기준 및 이용 시 유의사항,,,,,,,,,,,,,,,,,이용 안내 : 일시불 결제만 가능하며 할부 이용 불가,2026-05-08 13:53:09
CCD_B0098,CCD,유의사항,체크카드 이용 안내,발급 기준 및 이용 시 유의사항,,,,,,,,,,,,,,,,,"이용 안내 : 본인 카드만 발급 가능하며, 가족 카드 발급 불가",2026-05-08 13:53:09
CCD_B0099,CCD,유의사항,체크카드 이용 안내,발급 기준 및 이용 시 유의사항,,,,,,,,,,,,,,,,,이용 안내 : 발급 후 결제 계좌 변경 불가(계좌 변경하여 재발급은 가능),2026-05-08 13:53:09
CCD_B0100,CCD,유의사항,체크카드 이용 안내,발급 기준 및 이용 시 유의사항,,,,,,,,,,,,,,,,,"이용 안내 : 동일 카드 중복 발급 불가(현대카드 체크(캐시백형), 현대카드 하이브리드(캐시백형) 통합 1매만 발급 가능)",2026-05-08 13:53:09
CCD_B0101,CCD,유의사항,체크카드 이용 안내,발급 기준 및 이용 시 유의사항,,,,,,,,,,,,,,,,,"이용 불가 가맹점 : 실시간 계좌 잔액 확인 불가 가맹점, 예약 취소 수수료 발생 가맹점",2026-05-08 13:53:09
CCD_B0102,CCD,유의사항,체크카드 이용 안내,발급 기준 및 이용 시 유의사항,,,,,,,,,,,,,,,,,이용 불가 가맹점 : 실시간 승인 불가 가맹점(이용 전 확인 필수),2026-05-08 13:53:09
CCD_B0103,CCD,유의사항,체크카드 이용 안내,발급 기준 및 이용 시 유의사항,,,,,,,,,,,,,,,,,"이용 불가 가맹점 : 항공사 기내 판매, 선상 판매 등",2026-05-08 13:53:09
CCD_B0104,CCD,유의사항,체크카드 이용 안내,발급 기준 및 이용 시 유의사항,,,,,,,,,,,,,,,,,청구 시기 : 체크카드 이용 시점에 이용 금액이 결제 계좌에서 즉시 인출,2026-05-08 13:53:09
CCD_B0105,CCD,유의사항,체크카드 이용 안내,발급 기준 및 이용 시 유의사항,,,,,,,,,,,,,,,,,청구 시기 : 후불교통카드 이용 금액 등 후불 청구되는 금액은 매달 15일 인출,2026-05-08 13:53:09
CCD_B0106,CCD,유의사항,체크카드 이용 안내,발급 기준 및 이용 시 유의사항,,,,,,,,,,,,,,,,,현금 인출 가능 : 체크카드 외 현금 인출 용도로 이용 가능(현금카드 기능),2026-05-08 13:53:09
CCD_B0107,CCD,유의사항,체크카드 이용 안내,발급 기준 및 이용 시 유의사항,,,,,,,,,,,,,,,,,"현금 인출 가능 : 도난/분실 시 체크카드 기능은 현대카드 고객센터(1577-6200)로, 현금 인출 기능은 해당 은행을 통해 기능 정지 신청 및 신고",2026-05-08 13:53:09
CCD_B0108,CCD,유의사항,체크카드 이용 안내,발급 기준 및 이용 시 유의사항,,,,,,,,,,,,,,,,,현금 인출 가능 : KB국민은행,2026-05-08 13:53:09
CCD_B0109,CCD,유의사항,체크카드 이용 안내,발급 기준 및 이용 시 유의사항,,,,,,,,,,,,,,,,,현금 인출 가능 : KB국민은행 창구에서 카드 제시하여 현금카드 등록 후 이용 가능,2026-05-08 13:53:09
CCD_B0110,CCD,유의사항,체크카드 이용 안내,발급 기준 및 이용 시 유의사항,,,,,,,,,,,,,,,,,현금 인출 가능 : 신한은행,2026-05-08 13:53:09
CCD_B0111,CCD,유의사항,체크카드 이용 안내,발급 기준 및 이용 시 유의사항,,,,,,,,,,,,,,,,,현금 인출 가능 : 신한은행 ATM에서 현금카드 등록 후 이용 가능,2026-05-08 13:53:09
CCD_B0112,CCD,유의사항,체크카드 이용 안내,발급 기준 및 이용 시 유의사항,,,,,,,,,,,,,,,,,"현금 인출 가능 : NH농협은행,",2026-05-08 13:53:09
CCD_B0113,CCD,유의사항,체크카드 이용 안내,발급 기준 및 이용 시 유의사항,,,,,,,,,,,,,,,,,현금 인출 가능 : 지역 농·축협,2026-05-08 13:53:09
CCD_B0114,CCD,유의사항,체크카드 이용 안내,발급 기준 및 이용 시 유의사항,,,,,,,,,,,,,,,,,현금 인출 가능 : NH농협은행 창구에서 카드 제시하여 현금카드 등록 후 이용 가능,2026-05-08 13:53:09
CCD_B0115,CCD,유의사항,체크카드 이용 안내,발급 기준 및 이용 시 유의사항,,,,,,,,,,,,,,,,,현금 인출 가능 : 현금카드 기능은 NH농협은행 계좌로 발급 받은 카드만 가능(지역 농·축협 불가),2026-05-08 13:53:09
CCD_B0116,CCD,유의사항,체크카드 이용 안내,발급 기준 및 이용 시 유의사항,,,,,,,,,,,,,,,,,현금 인출 가능 : NH농협은행과 지역 농·축협 구분은 농협 고객센터(1588-2100)로 문의,2026-05-08 13:53:09
CCD_B0117,CCD,유의사항,체크카드 이용 안내,발급 기준 및 이용 시 유의사항,,,,,,,,,,,,,,,,,"현금 인출 가능 : 우리은행, 하나은행",2026-05-08 13:53:09
CCD_B0118,CCD,유의사항,체크카드 이용 안내,발급 기준 및 이용 시 유의사항,,,,,,,,,,,,,,,,,현금 인출 가능 : 해당 은행 창구에서 카드 제시하여 현금카드 등록 후 이용 가능,2026-05-08 13:53:09
CCD_B0119,CCD,유의사항,체크카드 이용 안내,발급 기준 및 이용 시 유의사항,,,,,,,,,,,,,,,,,현금 인출 가능 : 우체국,2026-05-08 13:53:09
CCD_B0120,CCD,유의사항,체크카드 이용 안내,발급 기준 및 이용 시 유의사항,,,,,,,,,,,,,,,,,현금 인출 가능 : 발급 즉시 이용 가능,2026-05-08 13:53:09
CCD_B0121,CCD,유의사항,체크카드 이용 안내,발급 기준 및 이용 시 유의사항,,,,,,,,,,,,,,,,,현금 인출 가능 : KDB산업은행,2026-05-08 13:53:09
CCD_B0122,CCD,유의사항,체크카드 이용 안내,발급 기준 및 이용 시 유의사항,,,,,,,,,,,,,,,,,현금 인출 가능 : KDB산업은행 고객센터(1588-1500)에서 현금카드 등록 후 이용 가능,2026-05-08 13:53:09
CCD_B0123,CCD,유의사항,체크카드 이용 안내,발급 기준 및 이용 시 유의사항,,,,,,,,,,,,,,,,,"현금 인출 가능 : SC제일은행,",2026-05-08 13:53:09
CCD_B0124,CCD,유의사항,체크카드 이용 안내,발급 기준 및 이용 시 유의사항,,,,,,,,,,,,,,,,,"현금 인출 가능 : 부산은행, iM뱅크,",2026-05-08 13:53:09
CCD_B0125,CCD,유의사항,체크카드 이용 안내,발급 기준 및 이용 시 유의사항,,,,,,,,,,,,,,,,,"현금 인출 가능 : IBK기업은행,",2026-05-08 13:53:09
CCD_B0126,CCD,유의사항,체크카드 이용 안내,발급 기준 및 이용 시 유의사항,,,,,,,,,,,,,,,,,현금 인출 가능 : 케이뱅크,2026-05-08 13:53:09
CCD_B0127,CCD,유의사항,체크카드 이용 안내,발급 기준 및 이용 시 유의사항,,,,,,,,,,,,,,,,,현금 인출 가능 : 현금카드 이용 불가,2026-05-08 13:53:09
CCD_B0128,CCD,유의사항,체크카드 이용 안내,발급 기준 및 이용 시 유의사항,,,,,,,,,,,,,,,,,현금 인출 가능 : 해당 은행에서 별도의 현금카드 발급 후 이용 가능,2026-05-08 13:53:09
CCD_B0129,CCD,유의사항,체크카드 이용 안내,발급 기준 및 이용 시 유의사항,,,,,,,,,,,,,,,,,"후불 교통카드이용 안내 : 버스·공항 리무진, 지하철·공항철도 요금, 혼잡통행료를 편리하게 결제",2026-05-08 13:53:09
CCD_B0130,CCD,유의사항,체크카드 이용 안내,발급 기준 및 이용 시 유의사항,,,,,,,,,,,,,,,,,후불 교통카드이용 안내 : 후불교통카드 이용 금액은 월 단위로 확정되어 매달 15일 인출,2026-05-08 13:53:09
CCD_B0131,CCD,유의사항,체크카드 이용 안내,발급 기준 및 이용 시 유의사항,,,,,,,,,,,,,,,,,후불 교통카드이용 안내 : 연체 시 후불교통카드 이용이 제한될 수 있음,2026-05-08 13:53:09
CCD_B0132,CCD,유의사항,체크카드 이용 안내,발급 기준 및 이용 시 유의사항,,,,,,,,,,,,,,,,,후불 교통카드이용 안내 : 후불교통카드 한도는 매달 1일 복원,2026-05-08 13:53:09
CCD_B0133,CCD,유의사항,체크카드 이용 안내,발급 기준 및 이용 시 유의사항,,,,,,,,,,,,,,,,,"후불 교통카드이용 안내 : 이용 금액은 대중교통 소득공제 요건에 따라 소득공제 가능(단, 통행료 제외)",2026-05-08 13:53:09
CCD_B0134,CCD,유의사항,체크카드 이용 안내,발급 기준 및 이용 시 유의사항,,,,,,,,,,,,,,,,,"후불 교통카드이용 안내 : 소득공제 대상은 매년 변경될 수 있으며, 자세한 내용은 국세청 홈페이지 참고",2026-05-08 13:53:09
CCD_B0135,CCD,유의사항,체크카드 이용 안내,발급 기준 및 이용 시 유의사항,,,,,,,,,,,,,,,,,"후불 교통카드이용 안내 : 만 12~17세의 경우, 후불교통기능 추가 시 법정대리인 동의 필수",2026-05-08 13:53:09
CCD_B0136,CCD,유의사항,체크카드 이용 안내,발급 기준 및 이용 시 유의사항,,,,,,,,,,,,,,,,,"후불 교통카드이용 안내 : 월 5만원 한도 내 이용 가능하며, 전 카드사 기준 1인당 1매만 발급 가능",2026-05-08 13:53:09
CCD_B0137,CCD,유의사항,체크카드 이용 안내,발급 기준 및 이용 시 유의사항,,,,,,,,,,,,,,,,,"후불 교통카드이용 안내 : 후불교통기능은 신청 고객에 한하여 부여되며, 심사 결과에 따라 일부 고객의 경우 카드 발급이 거절될 수 있음",2026-05-08 13:53:09
CCD_B0138,CCD,유의사항,체크카드 이용 안내,발급 기준 및 이용 시 유의사항,,,,,,,,,,,,,,,,,이용 제한 시간 : 은행별 전산 시스템 점검으로 인해 체크카드 이용이 일부 시간대 제한될 수 있음,2026-05-08 13:53:09
CCD_B0139,CCD,유의사항,체크카드 이용 안내,발급 기준 및 이용 시 유의사항,,,,,,,,,,,,,,,,,이용 제한 시간 : 전산 시스템 점검 시간 : 오후 11시 ~ 오전 6시 내 은행별 상이,2026-05-08 13:53:09
CCA_B0001,CCA,주요혜택,혜택,기본 혜택,,페이/간편결제,10,Both,캐시백,10.0,%,Apple Pay,,,,,,,,,Apple Pay 결제 시,2026-05-08 13:53:17
CCA_B0002,CCA,주요혜택,혜택,기본 혜택,,페이/간편결제,10,Both,캐시백,10.0,%,Apple Pay,,,,,,,,,10% 캐시백 (월 5천원/1만원 캐시백 한도),2026-05-08 13:53:17
CCA_B0003,CCA,주요혜택,혜택,기본 혜택,,페이/간편결제,10,Both,캐시백,10.0,%,Apple Pay,,,,,,,,,전월 이용 금액 30만원/60만원 이상 시,2026-05-08 13:53:17
CCA_B0004,CCA,주요혜택,체크카드 이용 안내,발급 기준 및 이용 시 유의사항,,,,,,,,,,,,,,,,,계좌 잔액 내에서 결제 가능(즉시 출금),2026-05-08 13:53:17
CCA_B0005,CCA,상세혜택,혜택,기본 혜택,전월 이용 금액 30만원 이상 시 국내외 가맹점 Apple Pay 이용 금액 10% 캐시백,페이/간편결제,10,Both,캐시백,10.0,%,Apple Pay,,,,,,,,,전월 이용 금액 30만원 이상 시 국내외 가맹점 Apple Pay 이용 금액 10% 캐시백,2026-05-08 13:53:17
CCA_B0006,CCA,상세혜택,혜택,기본 혜택,,페이/간편결제,10,Both,캐시백,10.0,%,Apple Pay,,,,,,,,,전월 이용 금액별 캐시백 한도,2026-05-08 13:53:17
CCA_B0007,CCA,상세혜택,혜택,기본 혜택,,페이/간편결제,10,Both,캐시백,10.0,%,Apple Pay,,30만원 이상 60만원 미만,300000,600000,,,5000,원,30만원 이상 60만원 미만 : 월 5천원,2026-05-08 13:53:17
CCA_B0008,CCA,상세혜택,혜택,기본 혜택,,페이/간편결제,10,Both,캐시백,10.0,%,Apple Pay,,60만원 이상,600000,,,,10000,원,60만원 이상 : 월 1만원,2026-05-08 13:53:17
CCA_B0009,CCA,상세혜택,혜택,기본 혜택,,페이/간편결제,10,Both,캐시백,10.0,%,Apple Pay,,,,,,,,,전월 이용 금액 30만원 미만 시 기본 혜택 제외,2026-05-08 13:53:17
CCA_B0010,CCA,상세혜택,혜택,기본 혜택,,페이/간편결제,10,Both,캐시백,10.0,%,Apple Pay,,,,,,,,,"신규 발급 시 카드 수령 등록월 다음 달 이용 건까지는 전월 이용 금액 30만원 미만도 기본 혜택 제공되며, 캐시백 한도는 전월 이용 금액 30만원 이상 60만원 미만 구간으로 적용",2026-05-08 13:53:17
CCA_B0011,CCA,상세혜택,혜택,기본 혜택,,페이/간편결제,10,Both,캐시백,10.0,%,Apple Pay,,,,,,,,,"단, 전월 이용금액 60만원 이상 시 60만원 이상 구간 한도 적용",2026-05-08 13:53:17
CCA_B0012,CCA,상세혜택,혜택,기본 혜택,,페이/간편결제,10,Both,캐시백,10.0,%,Apple Pay,,,,,,,,,캐시백 혜택은 결제 순서가 아닌 현대카드 매출전표 접수 순서에 따라 적용,2026-05-08 13:53:17
CCA_B0013,CCA,상세혜택,혜택,기본 혜택,,페이/간편결제,10,Both,캐시백,10.0,%,Apple Pay,,,,,,,,,모든 가맹점은 현대카드 가맹점 등록 및 업종 분류 기준,2026-05-08 13:53:17
CCA_B0014,CCA,상세혜택,혜택,기본 혜택,,페이/간편결제,10,Both,캐시백,10.0,%,Apple Pay,,,,,,,,,"Apple Pay 등록 및 이용 가능 연령은 Apple Pay 운영 기준을 따르며, 이용 관련 자세한 내용은 현대카드 홈페이지 및 앱 참고",2026-05-08 13:53:17
CCA_B0015,CCA,상세혜택,혜택,기본 혜택,,페이/간편결제,10,Both,캐시백,10.0,%,Apple Pay,,,,,,,,,"국제브랜드 수수료 및 해외서비스 수수료는 전월 이용 금액에 포함되지 않으며, 혜택 제외",2026-05-08 13:53:17
CCA_B0016,CCA,상세혜택,혜택,기본 혜택,,페이/간편결제,10,Both,캐시백,10.0,%,Apple Pay,,,,,,,,,"해외 가맹점 이용 시 별도 수수료가 부과되니, 국제브랜드 수수료 관련 자세한 내용은 '카드 이용 유의사항' 참고",2026-05-08 13:53:17
CCA_B0017,CCA,상세혜택,혜택,기본 혜택,,페이/간편결제,10,Both,캐시백,10.0,%,Apple Pay,,,,,,,,,해외 가맹점 Apple Pay 이용 금액 캐시백은 국내외겸용 카드에 한해 적용,2026-05-08 13:53:17
CCA_B0018,CCA,유의사항,혜택,혜택 제공 기준,,,,,,,,,,,,,,,,,이용 금액 산정 기준,2026-05-08 13:53:17
CCA_B0019,CCA,유의사항,혜택,혜택 제공 기준,,,,,,,,,,,,,,,,,전월 이용 금액 산정 기준,2026-05-08 13:53:17
CCA_B0020,CCA,유의사항,혜택,혜택 제공 기준,,,,,,,,,,,,,,,,,전월 이용 금액은 전월 1일~말일까지 현대카드 체크(Apple Pay Rewards)의 이용 금액임,2026-05-08 13:53:17
CCA_B0021,CCA,유의사항,혜택,혜택 제공 기준,,,,,,,,,,,,,,,,,일부결제금액이월약정(리볼빙) 이용 시 최초 승인일 기준으로 해당월의 이용 금액에 포함,2026-05-08 13:53:17
CCA_B0022,CCA,유의사항,혜택,혜택 제공 기준,,,,,,,,,,,,,,,,,"전표매입 지연, 매출 취소의 경우 이용 금액 합산이 달라질 수 있음",2026-05-08 13:53:17
CCA_B0023,CCA,유의사항,혜택,혜택 제공 기준,,,,,,,,,,,,,,,,,"매출 취소 시 취소 발생월이 아닌 승인월 이용 금액에서 제외되며, 취소 금액으로 전월 이용 금액 미충족 시 당월 혜택 미제공",2026-05-08 13:53:17
CCA_B0024,CCA,유의사항,혜택,혜택 제공 기준,,,,,,,,,,,,,,,,,"(단, 해외 이용 금액은 취소 발생월 이용 금액에서 제외)",2026-05-08 13:53:17
CCA_B0025,CCA,유의사항,혜택,혜택 제공 기준,,,,,,,,,,,,,,,,,"대중교통, 정기결제 등 사후 승인 가맹점 이용 금액과 해외 이용 금액은 매출일자 기준으로 해당월의 이용 금액에 포함",2026-05-08 13:53:17
