card_id,company,card_name,card_type,image_url,link_url
09678,국민,틴업 체크카드(빤짝핑),체크,https://img1.kbcard.com/ST/img/cxc/kbcard/upload/img/product/09678_img.png,https://card.kbcard.com/CRD/DVIEW/HCAMCXPRICAC0076?mainCC=a&cooperationcode=09678
09679,국민,틴업 체크카드(왕자핑),체크,https://img1.kbcard.com/ST/img/cxc/kbcard/upload/img/product/09679_img.png,https://card.kbcard.com/CRD/DVIEW/HCAMCXPRICAC0076?mainCC=a&cooperationcode=09679
09771,국민,YOU Prime 카드,신용,https://img1.kbcard.com/ST/img/cxc/kbcard/upload/img/product/09771_img.png,https://card.kbcard.com/CRD/DVIEW/HCAMCXPRICAC0076?mainCC=a&cooperationcode=09771
09780,국민,YOU Wish 카드,신용,https://img1.kbcard.com/ST/img/cxc/kbcard/upload/img/product/09780_img.png,https://card.kbcard.com/CRD/DVIEW/HCAMCXPRICAC0076?mainCC=a&cooperationcode=09780
09792,국민,NEED AutoSlim 카드,신용,https://img1.kbcard.com/ST/img/cxc/kbcard/upload/img/product/09792_img.png,https://card.kbcard.com/CRD/DVIEW/HCAMCXPRICAC0076?mainCC=a&cooperationcode=09792
09800,국민,NEED Pay 카드,신용,https://img1.kbcard.com/ST/img/cxc/kbcard/upload/img/product/09800_img.png,https://card.kbcard.com/CRD/DVIEW/HCAMCXPRICAC0076?mainCC=a&cooperationcode=09800
09821,국민,마라톤카드,신용,https://img1.kbcard.com/ST/img/cxc/kbcard/upload/img/product/09821_img.png,https://card.kbcard.com/CRD/DVIEW/HCAMCXPRICAC0076?mainCC=a&cooperationcode=09821
09923,국민,My WE:SH 카드,신용,https://img1.kbcard.com/ST/img/cxc/kbcard/upload/img/product/39123_img.png,https://card.kbcard.com/CRD/DVIEW/HCAMCXPRICAC0076?mainCC=a&cooperationcode=09923
09924,국민,YOU With 카드,신용,https://img1.kbcard.com/ST/img/cxc/kbcard/upload/img/product/09924_img.png,https://card.kbcard.com/CRD/DVIEW/HCAMCXPRICAC0076?mainCC=a&cooperationcode=09924
09922,국민,ALL 카드,신용,https://img1.kbcard.com/ST/img/cxc/kbcard/upload/img/product/09922_img.png,https://card.kbcard.com/CRD/DVIEW/HCAMCXPRICAC0076?mainCC=a&cooperationcode=09922
09061,국민,굿데이카드,신용,https://img1.kbcard.com/ST/img/cxc/kbcard/upload/img/product/09061_img.png,https://card.kbcard.com/CRD/DVIEW/HCAMCXPRICAC0076?mainCC=a&cooperationcode=09061
02065,국민,국민행복카드,신용,https://img1.kbcard.com/ST/img/cxc/kbcard/upload/img/product/02065_img.png,https://card.kbcard.com/CRD/DVIEW/HCAMCXPRICAC0076?mainCC=a&cooperationcode=02065
